5.000000	0.000000	-0.000000
5.000000	0.000000	-0.000000
5.000000	0.000000	-0.000000
5.000000	0.000000	-0.000000
5.000000	0.000000	-0.000000
5.000000	0.000000	-0.000000
5.000000	0.000000	0.588750
5.000000	2.355000	3.925000
5.000000	3.728750	5.495000
5.000000	4.906250	6.476250
5.000000	5.102500	5.887500
5.000000	5.887500	5.887500
5.000000	5.887500	5.691250
5.000000	5.495000	4.906250
5.000000	5.887500	5.102500
5.000000	5.887500	5.102500
5.000000	5.102500	5.495000
5.000000	5.039506	4.845679
5.000000	4.769620	5.365823
5.000000	4.906250	4.906250
5.000000	4.651852	5.233333
5.000000	5.298750	5.691250
5.000000	4.372152	4.570886
5.000000	5.102500	4.906250
5.000000	4.906250	5.298750
5.000000	5.298750	5.298750
5.000000	4.710000	5.102500
5.000000	4.906250	4.906250
5.000000	5.298750	5.102500
5.000000	4.710000	4.906250
5.000000	5.298750	5.495000
5.000000	5.039506	4.845679
5.000000	4.906250	5.298750
5.000000	5.167089	5.167089
5.000000	5.102500	5.495000
5.000000	5.427160	5.427160
5.000000	4.570886	4.769620
5.000000	5.233333	5.427160
5.000000	4.570886	4.372152
5.000000	4.906250	5.495000
5.000000	5.102500	4.906250
5.000000	5.102500	5.691250
5.000000	4.710000	4.710000
5.000000	5.102500	4.906250
5.000000	5.102500	5.298750
5.000000	4.906250	5.102500
5.000000	4.906250	5.102500
5.000000	5.102500	5.102500
5.000000	5.102500	5.495000
5.000000	5.039506	5.039506
5.000000	4.769620	4.968354
5.000000	5.298750	5.298750
5.000000	4.845679	5.039506
5.000000	5.167089	5.564557
5.000000	5.102500	5.102500
5.000000	7.065000	7.065000
5.000000	2.943750	3.140000
5.000000	4.906250	4.710000
5.000000	4.513750	4.710000
5.000000	4.845679	5.039506
5.000000	5.102500	5.691250
5.000000	5.763291	6.359494
5.000000	6.868750	7.653750
9.000000	7.365432	8.140741
9.000000	9.223750	9.420000
9.000000	9.340506	9.141772
9.000000	9.812500	9.812500
9.000000	9.027500	9.420000
9.000000	10.205000	9.812500
9.000000	9.223750	9.027500
9.000000	9.420000	9.027500
9.000000	9.109877	9.885185
9.000000	9.141772	8.545570
9.000000	8.635000	9.420000
9.000000	8.635000	8.831250
9.000000	8.722222	9.303704
9.000000	8.545570	9.340506
9.000000	9.027500	9.027500
9.000000	8.831250	9.420000
9.000000	9.223750	10.008750
9.000000	9.303704	9.497531
9.000000	8.943038	8.744304
9.000000	9.027500	9.027500
9.000000	8.831250	9.027500
9.000000	9.420000	9.223750
9.000000	9.420000	9.420000
9.000000	8.635000	9.223750
9.000000	9.027500	9.027500
9.000000	9.027500	9.420000
9.000000	9.027500	9.616250
9.000000	8.831250	8.831250
9.000000	8.831250	9.223750
9.000000	9.027500	9.027500
9.000000	9.420000	9.420000
9.000000	9.027500	9.420000
9.000000	8.528395	9.109877
9.000000	9.141772	9.539241
9.000000	9.027500	9.420000
9.000000	9.420000	9.027500
9.000000	9.027500	9.420000
9.000000	8.831250	8.831250
9.000000	8.831250	9.027500
9.000000	8.635000	9.223750
9.000000	9.027500	9.420000
9.000000	8.916049	9.109877
9.000000	9.223750	10.008750
9.000000	8.943038	8.346835
9.000000	9.027500	9.420000
9.000000	9.027500	9.223750
9.000000	9.223750	9.027500
9.000000	9.027500	9.616250
9.000000	9.223750	9.420000
9.000000	9.027500	9.223750
9.000000	8.635000	9.223750
9.000000	9.027500	9.420000
9.000000	8.635000	9.027500
9.000000	9.027500	9.027500
9.000000	9.027500	9.616250
9.000000	8.635000	9.223750
9.000000	9.420000	9.420000
9.000000	10.008750	10.008750
9.000000	8.438750	8.046250
9.000000	8.438750	8.831250
9.000000	9.027500	9.223750
9.000000	8.831250	9.420000
9.000000	8.916049	9.303704
9.000000	9.539241	9.936709
9.000000	9.027500	9.027500
9.000000	8.916049	9.109877
9.000000	8.943038	9.340506
9.000000	9.109877	9.303704
9.000000	9.340506	9.539241
9.000000	8.438750	8.831250
9.000000	9.027500	9.223750
9.000000	10.597500	10.990000
9.000000	7.753086	7.559259
9.000000	9.141772	8.545570
9.000000	8.242500	9.027500
9.000000	8.831250	9.420000
9.000000	8.831250	9.812500
9.000000	9.027500	9.420000
9.000000	9.223750	9.027500
9.000000	9.420000	9.812500
9.000000	9.420000	9.420000
9.000000	9.223750	9.027500
9.000000	9.027500	8.635000
9.000000	8.635000	9.027500
9.000000	9.027500	9.420000
9.000000	8.635000	9.616250
9.000000	9.027500	9.027500
9.000000	12.560000	12.952500
9.000000	5.620988	6.008642
9.000000	8.545570	7.949367
9.000000	8.528395	8.916049
9.000000	8.635000	8.831250
9.000000	8.943038	9.737975
9.000000	9.223750	9.812500
9.000000	9.420000	9.616250
9.000000	10.008750	10.401250
9.000000	10.205000	9.812500
9.000000	9.109877	9.497531
9.000000	8.744304	8.744304
9.000000	10.401250	11.186250
