-0.003800	-0.003800	10.000000	10.000000	0.650000	0.650000
-0.037116	-0.037116	10.003800	10.003800	1.300247	1.300247
-0.069224	-0.069224	10.037116	10.037116	1.952660	1.952660
-0.019936	-0.019936	10.069224	10.069224	2.607159	2.607159
-0.054893	-0.054893	10.019936	10.019936	3.258455	3.258455
-0.029614	-0.029614	10.054893	10.054893	3.912023	3.912023
-0.094946	-0.094946	10.029614	10.029614	4.563948	4.563948
-0.016099	-0.016099	10.094946	10.094946	5.220119	5.220119
-0.082777	-0.082777	10.016099	10.016099	5.871166	5.871166
-0.014091	-0.014091	10.082777	10.082777	6.526546	6.526546
-0.027220	-0.027220	10.014091	10.014091	7.177462	7.177462
0.019323	0.019323	10.027220	10.027220	7.829231	7.829231
0.013594	0.013594	9.980677	9.980677	8.477975	8.477975
-0.045567	-0.045567	9.986406	9.986406	9.127092	9.127092
-0.052148	-0.052148	10.045567	10.045567	9.780054	9.780054
-0.010781	-0.010781	10.052148	10.052148	10.433443	10.433443
-0.027929	-0.027929	10.010781	10.010781	11.084144	11.084144
0.022380	0.022380	10.027929	10.027929	11.735960	11.735960
0.021560	0.021560	9.977620	9.977620	12.384505	12.384505
-0.028308	-0.028308	9.978440	9.978440	13.033103	13.033103
-0.018292	-0.018292	10.028308	10.028308	13.684943	13.684943
0.046357	0.046357	10.018292	10.018292	14.336132	14.336132
0.059031	0.059031	9.953643	9.953643	14.983119	14.983119
0.027502	0.027502	9.940969	9.940969	15.629282	15.629282
0.065073	0.065073	9.972498	9.972498	16.277495	16.277495
0.049274	0.049274	9.934927	9.934927	16.923265	16.923265
-0.022398	-0.022398	9.950726	9.950726	17.570062	17.570062
0.076178	0.076178	10.022398	10.022398	18.221518	18.221518
-0.005442	-0.005442	9.923822	9.923822	18.866566	18.866566
0.094172	0.094172	10.005442	10.005442	19.516920	19.516920
0.016468	0.016468	9.905828	9.905828	20.160799	20.160799
0.000727	0.000727	9.983532	9.983532	20.809728	20.809728
0.033892	0.033892	9.999273	9.999273	21.459681	21.459681
0.241529	0.241529	9.966108	9.966108	22.107478	22.107478
0.806499	0.806499	9.758471	9.758471	22.741779	22.741779
1.591723	1.591723	9.193501	9.193501	23.339356	23.339356
2.574951	2.574951	8.408277	8.408277	23.885894	23.885894
3.671484	3.671484	7.425049	7.425049	24.368523	24.368523
4.789293	4.789293	6.328516	6.328516	24.779876	24.779876
5.932616	5.932616	5.210707	5.210707	25.118572	25.118572
7.048139	7.048139	4.067384	4.067384	25.382952	25.382952
8.120803	8.120803	2.951861	2.951861	25.574823	25.574823
9.104203	9.104203	1.879197	1.879197	25.696971	25.696971
9.959644	9.959644	0.895797	0.895797	25.755197	25.755197
10.707168	10.707168	0.040356	0.040356	25.757821	25.757821
11.329107	11.329107	-0.707168	-0.707168	25.711855	25.711855
11.826157	11.826157	-1.329107	-1.329107	25.625463	25.625463
12.192630	12.192630	-1.826157	-1.826157	25.506763	25.506763
12.441664	12.441664	-2.192630	-2.192630	25.364242	25.364242
12.573015	12.573015	-2.441664	-2.441664	25.205533	25.205533
12.607244	12.607244	-2.573015	-2.573015	25.038287	25.038287
12.552122	12.552122	-2.607244	-2.607244	24.868817	24.868817
12.426074	12.426074	-2.552122	-2.552122	24.702929	24.702929
12.238253	12.238253	-2.426074	-2.426074	24.545234	24.545234
12.005487	12.005487	-2.238253	-2.238253	24.399747	24.399747
11.731797	11.731797	-2.005487	-2.005487	24.269391	24.269391
11.449294	11.449294	-1.731797	-1.731797	24.156824	24.156824
11.161112	11.161112	-1.449294	-1.449294	24.062620	24.062620
10.874153	10.874153	-1.161112	-1.161112	23.987148	23.987148
10.593921	10.593921	-0.874153	-0.874153	23.930328	23.930328
10.334992	10.334992	-0.593921	-0.593921	23.891723	23.891723
10.104064	10.104064	-0.334992	-0.334992	23.869948	23.869948
9.899237	9.899237	-0.104064	-0.104064	23.863184	23.863184
9.726451	9.726451	0.100763	0.100763	23.869734	23.869734
9.590425	9.590425	0.273549	0.273549	23.887514	23.887514
9.480790	9.480790	0.409575	0.409575	23.914137	23.914137
9.405338	9.405338	0.519210	0.519210	23.947885	23.947885
9.359969	9.359969	0.594662	0.594662	23.986538	23.986538
9.341022	9.341022	0.640031	0.640031	24.028140	24.028140
9.345715	9.345715	0.658978	0.658978	24.070974	24.070974
9.370968	9.370968	0.654285	0.654285	24.113502	24.113502
9.413090	9.413090	0.629032	0.629032	24.154390	24.154390
9.468163	9.468163	0.586910	0.586910	24.192539	24.192539
9.532049	9.532049	0.531837	0.531837	24.227108	24.227108
9.601618	9.601618	0.467951	0.467951	24.257525	24.257525
9.675442	9.675442	0.398382	0.398382	24.283420	24.283420
9.748234	9.748234	0.324558	0.324558	24.304516	24.304516
9.820834	9.820834	0.251766	0.251766	24.320881	24.320881
9.888379	9.888379	0.179166	0.179166	24.332527	24.332527
9.948421	9.948421	0.111621	0.111621	24.339782	24.339782
10.003082	10.003082	0.051579	0.051579	24.343134	24.343134
10.049659	10.049659	-0.003082	-0.003082	24.342934	24.342934
10.088811	10.088811	-0.049659	-0.049659	24.339706	24.339706
10.119820	10.119820	-0.088811	-0.088811	24.333934	24.333934
10.141981	10.141981	-0.119820	-0.119820	24.326145	24.326145
10.156871	10.156871	-0.141981	-0.141981	24.316916	24.316916
10.164506	10.164506	-0.156871	-0.156871	24.306720	24.306720
10.165877	10.165877	-0.164506	-0.164506	24.296027	24.296027
10.161751	10.161751	-0.165877	-0.165877	24.285245	24.285245
10.152945	10.152945	-0.161751	-0.161751	24.274731	24.274731
10.140418	10.140418	-0.152945	-0.152945	24.264790	24.264790
10.125337	10.125337	-0.140418	-0.140418	24.255663	24.255663
10.108389	10.108389	-0.125337	-0.125337	24.247516	24.247516
10.089991	10.089991	-0.108389	-0.108389	24.240470	24.240470
10.071565	10.071565	-0.089991	-0.089991	24.234621	24.234621
10.053368	10.053368	-0.071565	-0.071565	24.229969	24.229969
10.035783	10.035783	-0.053368	-0.053368	24.226500	24.226500
10.019709	10.019709	-0.035783	-0.035783	24.224174	24.224174
10.005019	10.005019	-0.019709	-0.019709	24.222893	24.222893
9.992609	9.992609	-0.005019	-0.005019	24.222567	24.222567
9.981771	9.981771	0.007391	0.007391	24.223048	24.223048
9.973058	9.973058	0.018229	0.018229	24.224232	24.224232
9.966538	9.966538	0.026942	0.026942	24.225984	24.225984
9.961889	9.961889	0.033462	0.033462	24.228159	24.228159
9.959167	9.959167	0.038111	0.038111	24.230636	24.230636
9.958123	9.958123	0.040833	0.040833	24.233290	24.233290
9.958653	9.958653	0.041877	0.041877	24.236012	24.236012
9.960213	9.960213	0.041347	0.041347	24.238700	24.238700
9.962971	9.962971	0.039787	0.039787	24.241286	24.241286
9.966490	9.966490	0.037029	0.037029	24.243693	24.243693
9.970660	9.970660	0.033510	0.033510	24.245871	24.245871
9.975140	9.975140	0.029340	0.029340	24.247778	24.247778
9.979702	9.979702	0.024860	0.024860	24.249394	24.249394
9.984976	9.984976	0.020298	0.020298	24.250713	24.250713
9.988857	9.988857	0.015024	0.015024	24.251690	24.251690
9.993098	9.993098	0.011143	0.011143	24.252414	24.252414
9.996965	9.996965	0.006902	0.006902	24.252863	24.252863
10.000492	10.000492	0.003035	0.003035	24.253060	24.253060
10.003367	10.003367	-0.000492	-0.000492	24.253028	24.253028
10.005833	10.005833	-0.003367	-0.003367	24.252809	24.252809
10.007743	10.007743	-0.005833	-0.005833	24.252430	24.252430
10.009133	10.009133	-0.007743	-0.007743	24.251927	24.251927
10.010183	10.010183	-0.009133	-0.009133	24.251333	24.251333
10.010498	10.010498	-0.010183	-0.010183	24.250671	24.250671
10.010575	10.010575	-0.010498	-0.010498	24.249989	24.249989
10.010289	10.010289	-0.010575	-0.010575	24.249301	24.249301
10.009693	10.009693	-0.010289	-0.010289	24.248633	24.248633
10.008903	10.008903	-0.009693	-0.009693	24.248002	24.248002
10.007928	10.007928	-0.008903	-0.008903	24.247424	24.247424
10.006835	10.006835	-0.007928	-0.007928	24.246908	24.246908
10.005653	10.005653	-0.006835	-0.006835	24.246464	24.246464
10.004477	10.004477	-0.005653	-0.005653	24.246097	24.246097
10.003290	10.003290	-0.004477	-0.004477	24.245806	24.245806
10.002187	10.002187	-0.003290	-0.003290	24.245592	24.245592
10.001158	10.001158	-0.002187	-0.002187	24.245450	24.245450
10.000255	10.000255	-0.001158	-0.001158	24.245374	24.245374
.736543	106.736543
-2.326654	-2.326654	12.332282	12.332282	107.538142	107.538142
-2.321193	-2.321193	12.326654	12.326654	108.339374	108.339374
-2.315657	-2.315657	12.321193	12.321193	109.140252	109.140252
-2.310118	-2.310118	12.315657	12.315657	109.940769	109.940769
-2.304665	-2.304665	12.310118	12.310118	110.740927	110.740927
-2.299098	-2.299098	12.304665	12.304665	111.540730	111.540730
-2.293636	-2.293636	12.299098	12.299098	112.340172	112.340172
-2.288077	-2.288077	12.293636	12.293636	113.139258	113.139258
-2.282613	-2.282613	12.288077	12.288077	113.937983	113.937983
-2.277003	-2.277003	12.282613	12.282613	114.736353	114.736353
-2.271493	-2.271493	12.277003	12.277003	115.534358	115.534358
-2.265956	-2.265956	12.271493	12.271493	116.332005	116.332005
-2.260546	-2.260546	12.265956	12.265956	117.129292	117.129292
-2.255074	-2.255074	12.260546	12.260546	117.926228	117.926228
-2.249489	-2.249489	12.255074	12.255074	118.722808	118.722808
-2.244121	-2.244121	12.249489	12.249489	119.519024	119.519024
-2.238555	-2.238555	12.244121	12.244121	120.314892	120.314892
-2.233006	-2.233006	12.238555	12.238555	121.110398	121.110398
-2.227458	-2.227458	12.233006	12.233006	121.905544	121.905544
-2.221874	-2.221874	12.227458	12.227458	122.700329	122.700329
-2.216558	-2.216558	12.221874	12.221874	123.494750	123.494750
-2.210985	-2.210985	12.216558	12.216558	124.288827	124.288827
-2.205536	-2.205536	12.210985	12.210985	125.082541	125.082541
-2.200172	-2.200172	12.205536	12.205536	125.875900	125.875900
-2.194610	-2.194610	12.200172	12.200172	126.668912	126.668912
-2.189165	-2.189165	12.194610	12.194610	127.461561	127.461561
-2.183710	-2.183710	12.189165	12.189165	128.253857	128.253857
-2.178258	-2.178258	12.183710	12.183710	129.045798	129.045798
-2.172802	-2.172802	12.178258	12.178258	129.837385	129.837385
-2.167228	-2.167228	12.172802	12.172802	130.628617	130.628617
-2.161807	-2.161807	12.167228	12.167228	131.419487	131.419487
-2.156259	-2.156259	12.161807	12.161807	132.210004	132.210004
-2.150849	-2.150849	12.156259	12.156259	133.000161	133.000161
-2.145349	-2.145349	12.150849	12.150849	133.789966	133.789966
-2.140010	-2.140010	12.145349	12.145349	134.579414	134.579414
-2.134472	-2.134472	12.140010	12.140010	135.368515	135.368515
-2.129129	-2.129129	12.134472	12.134472	136.157255	136.157255
-2.123671	-2.123671	12.129129	12.129129	136.945649	136.945649
-2.118206	-2.118206	12.123671	12.123671	137.733687	137.733687
-2.112760	-2.112760	12.118206	12.118206	138.521371	138.521371
-2.107327	-2.107327	12.112760	12.112760	139.308700	139.308700
-2.101855	-2.101855	12.107327	12.107327	140.095676	140.095676
-2.096410	-2.096410	12.101855	12.101855	140.882297	140.882297
-2.090987	-2.090987	12.096410	12.096410	141.668564	141.668564
-2.085554	-2.085554	12.090987	12.090987	142.454478	142.454478
-2.080125	-2.080125	12.085554	12.085554	143.240039	143.240039
-2.074617	-2.074617	12.080125	12.080125	144.025247	144.025247
-2.069302	-2.069302	12.074617	12.074617	144.810097	144.810097
-2.063890	-2.063890	12.069302	12.069302	145.594602	145.594602
6.370370
10.000004	10.000004	-0.000005	-0.000005	36.370369	36.370369
10.000003	10.000003	-0.000004	-0.000004	36.370369	36.370369
10.000002	10.000002	-0.000003	-0.000003	36.370369	36.370369
10.000001	10.000001	-0.000002	-0.000002	36.370369	36.370369
10.000000	10.000000	-0.000001	-0.000001	36.370369	36.370369
10.000000	10.000000	-0.000000	-0.000000	36.370369	36.370369
9.999999	9.999999	0.000000	0.000000	36.370369	36.370369
9.999999	9.999999	0.000001	0.000001	36.370369	36.370369
9.999998	9.999998	0.000001	0.000001	36.370369	36.370369
9.999998	9.999998	0.000002	0.000002	36.370369	36.370369
10.000006	10.000006	-0.000007	-0.000007	30.308642	30.308642
10.000005	10.000005	-0.000006	-0.000006	30.308641	30.308641
10.000004	10.000004	-0.000005	-0.000005	30.308641	30.308641
10.000003	10.000003	-0.000004	-0.000004	30.308641	30.308641
10.000002	10.000002	-0.000003	-0.000003	30.308641	30.308641
10.000001	10.000001	-0.000002	-0.000002	30.308641	30.308641
10.000000	10.000000	-0.000001	-0.000001	30.308641	30.308641
10.000000	10.000000	-0.000000	-0.000000	30.308641	30.308641
9.999999	9.999999	0.000000	0.000000	30.308641	30.308641
9.999999	9.999999	0.000001	0.000001	30.308641	30.308641
9.999998	9.999998	0.000001	0.000001	30.308641	30.308641
9.999998	9.999998	0.000002	0.000002	30.308641	30.308641
9.999998	9.999998	0.000002	0.000002	30.308641	30.308641
9.999998	9.999998	0.000002	0.000002	30.308641	30.308641
9.999998	9.999998	0.000002	0.000002	30.308641	30.308641
9.999998	9.999998	0.000002	0.000002	30.308641	30.308641
-6.062643	0.000000	24.326158	36.370370
16.062615	10.000000	-6.062633	0.000000	23.932086	36.370370
16.062601	10.000000	-6.062615	0.000000	23.538016	36.370370
